handle,location,review_title,rating_text,review_text,review_date,value_for_money,product_quality,customer_service,return_claim_made,incentivised_review,user_reviews_count,store_location,user_reviews_likes,rating_value,website,brand,page
Margaret R.,,Disgusting,1 out of 5 stars,"I visited the Bentley Woolworths store today, I have never seen a store in this condition. It was filthy dirty. The entire store was disgusting. I was not comfortable touching any surface. When i told the checkout person that the store was very dirty, her response was ""well this IS Bentley. I cannot understand how a brand like Woollworths can operate a store in this condition, and how it has not been reported to the Health Department. One star is ridiculous, there should be the option of minus 10.",2022-05-02T10:50:43.000Z,,,,,,5,,5,1,ProductReview.com.au,Woolworths Physical store,6
J L,,Sneaky snakey tricksters! 20.6897% increase,1 out of 5 stars,Purchased Imperial mandarins special for $2.90kg on27/04/2022 (start of the new specials week)SAME special on the 30/04/2022 is $3.50kg and increase of 20.6897%BUT their claim on the big yellow ticket is an outright lie stating special price as of the 27/04/2022.Woolworths LIE outright and must think customers are stupid.Have a look attached.,2022-05-02T05:27:14.000Z,,,,,,35,,50,1,ProductReview.com.au,Woolworths Physical store,6
Blue,,Not Happy,2 out of 5 stars,"One item was not available for my order and despite being deducted from paper receipt, when I check my bank statement I have been charged for it.",2022-04-24T00:21:30.000Z,,,,,,2,,,2,ProductReview.com.au,Woolworths Physical store,6
EVA,,Woolworths HUONVILLE,1 out of 5 stars,"Staff treat customers with contempt in this store. The store has been the subject of repeated complaints from the community. A new store manager has recently been appointed to the store to improve the toxic culture. The group manager committed to improving the store for locals in the rural area where there is no alternative large supermarket. I recently visited the store to see if improvements had been made.I found no change. Staff were reluctant to assist, grim and unfriendly. When I visited the fish counter and asked when the 'fresh' fish a...rrived, the staff did not know. I asked to speak to the store manager and was told there was no store manager on that day. I was then bossed around by a loud, highly-strung, defensive supervisor who was reluctant to answer the question and visibly irritated that I had asked it. She then went on confirm that the fish was six days old and that this was considered fresh. She then tried to excuse this by saying that it was on 'special' for this reason. I asked if there were any full-priced fresher fish available and was told that they had to use up the old fish first. I declined the purchase and narrowly avoided being run down by a store picker on my way out of the store. I no longer shop there and never will again. I now buy bulk from a competitor and purchase my vegetables from the farm gate. Defensive, nasty, unkind, unhelpful staff pushing stale products. Retail disgrace.",2022-04-20T23:56:35.000Z,,,,,,11,,8,1,ProductReview.com.au,Woolworths Physical store,6
Kimmy,,Absolutely gross and oily recipe has changed,1 out of 5 stars,I’ve bought Woolworths sausages for a long time and curried sausages was a weekly meal. In the last few months the recipe has changed and one bite I’m throwing up. This is the case with sausages and chipolatas. Yesterday I purchased the sausage mince for sausage rolls for my daughters bday today while cooking them the amount of oil that came out of the mince was absolutely disgusting. I did start soaking with paper towel to try save them but in the end threw the lot out. So disappointed I made up 3 things of the mince and a packet of pastry absolute waste an now I have to run down to shops in morning an find a substitute for bday party. The photo pictured was one tray of 3 after trying to soak oil with paper towel.,2022-04-17T08:51:08.000Z,,,,,,2,,7,1,ProductReview.com.au,Woolworths Physical store,7
Bookworm62,,Easter and yet no hot x buns,1 out of 5 stars,I always get hot x buns for local dialysis unit to spread a little cheer and guess what not one hot cross bun even though they keep advertising them a real joke enjoy Easter with Woolies as long as you do not want hot x buns luckily another shop had them,2022-04-16T09:39:37.000Z,,,,,,29,,26,1,ProductReview.com.au,Woolworths Physical store,7
Charlie M.,"Metropolitan Adelaide, SA",Home brand garlic bread,1 out of 5 stars,The other day i wanted to buy garlic bread you didn't have the one I normally buy but saw woolworths home brand so I bought that one. I am sorry to say but do not know who makes and packages this product for you but it was terrible. The bread was stale blobs of butter mostly stuck to the paper and uneven portions. I like the idea of home brands but I think you seriously have to look into this one.,2022-04-15T08:04:46.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,7
Michelle,"South-Eastern Region, NSW",We purchased fresh cooked prawns yesterday overcooked tough az wasn’t the seafood lunch we were looking forward 2!!!!!!,1 out of 5 stars,"Fresh prawns were very over cooked very tough were not nice,definitely not what we were looking forward to for Easter",2022-04-15T02:23:55.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,7
Shazron T.,"Central Queensland, QLD",Random act of kindness makes my day,5 out of 5 stars,"A small kindness, but it made my day. I did not get her name but if her manager reads this please let her know that I appreciate the gesture, it made me smile.",2022-04-12T03:31:51.000Z,,,,,,,,,5,ProductReview.com.au,Woolworths Physical store,7
Dan,,"No customer service, hold your money",1 out of 5 stars,"Put money on my woolworths visa card on Thurs 6th/April at customer service desk Alexandra Hills QLD, then my money went on hold (pending) waited a day, still on hold, never done that before, (been doing this for 10 years) rang and spoke to a Jacob and he said to come down first thing in the morning and Jazz will have something for you, so we did, and was told sorry nothing we can do for you, just wait, so rang Rhonda online said the store didn't rec the transaction so left it on pending and offered no outcome, resolution or support for there s...tuff up on my money that I couldn't use for 3 days, total waste of everyone's time, still can't believe it, both sections of woolworths blaming each other and dismissing me the customer who couldn't shop for my family of 5 groceries for another 3 days, you could imagine how upset my whole family was!!!!",2022-04-09T13:10:59.000Z,,,,,,28,,21,1,ProductReview.com.au,Woolworths Physical store,7
Justin R.,,Biggest letdown ! always empty shelves,1 out of 5 stars,I’ve been to multiple stores over the last 6 weeks trying to buy chicken rice ! Nil stock available! And to incompetent to order more and keep stock on shelves! WOOLWORTHS stop dropping the ball! Think I might go to coles instead!,2022-04-09T08:05:53.000Z,,,,,,8,,2,1,ProductReview.com.au,Woolworths Physical store,7
noelene s.,,Incorrect price tags,1 out of 5 stars,Time and again incorrect price tags. When you question the price error at the check out you are told the tag fell from the above item (tonight 2 tags had fallen right below the item I wished to purchase) or was meant for another item. This has never happened to me at Coles.I find it quite infuriating and often a waste of my time.,2022-04-08T09:39:41.000Z,,,,,,3,,2,1,ProductReview.com.au,Woolworths Physical store,7
kirbrit,,"Rubbish food .... so-called ""Meat""",1 out of 5 stars,"I bought the Beef and Pork burgers. This piece of ""meat"" was totally inedible. If I had a dog, I wouldn't have fed that rubbish to it. 88% Australian ingredients. What was the rest? Glue from OS? Wasn't even worth the trip and the fake sorry I would have gotten. Lift your game!",2022-04-08T05:44:49.000Z,,,,,,36,,27,1,ProductReview.com.au,Woolworths Physical store,7
Dsay,,"Disgusting!!!selling fruits that is dangerously not fresh, hazzard and unsafe to consume",1 out of 5 stars,"I am very disappointed with Woolworths store in Mandurah i couldnt believe they are still selling thus product. I feel being scam , specially im on a tight budget but i still bought most of their strawberries on sale coz the lady said they just reduce the price on that day. this is for my daughter who love strawberries i am so dissapoibted why would they still display this in stock when it looks like a trash unconsumable. I hope the department of health woll investigate this store . i dont have my receipt on me coz i didnt ask for the receipt .",2022-04-07T11:15:25.000Z,,,,,,11,,9,1,ProductReview.com.au,Woolworths Physical store,7
Greg P.,,Check your receipt carefully!,1 out of 5 stars,"My concern is they are robbing all the people that are too busy to check every line item on their receipts and seek a refund for the ove...rcharged amount. It seems Woolworths are not inclined to fix the problem as it's adding potentially millions of dollars to their revenue line. Instead they blame it on new checkout operators for the error. If that was truly the case then all their competitors would be seeing the same issue with their new checkout operators too. Nope, I shop at all the major supermarket chains and it's only Woolworths that try to rip me off. Hello ACCC, are you hearing this? I would encourage everyone to check your recieipt before leaving the store and lodge a compalint with the ACCC for every occasion Woolworths attempts to defraud you. If enough people complain, it wont be long before the ACCC will be forced to look into this practice and have Woolworths fix the problem. Remember, the banks were issued huge fines and had to make public apologies when they were caught stealing off their customers!",2022-04-06T06:44:59.000Z,,,,,,2,,2,1,ProductReview.com.au,Woolworths Physical store,7
Dez,,Easter Bunny rip-off!,1 out of 5 stars,"I was surprised to see the Lindt Chocolate Easter Bunny on sale in the Woolworths Mittagong Store for 20% more than the price in the adjacent Big W store for the same product ($12 against $10) when both stores are owned by the same company. Unfortunately, I purchased the Bunnies from Woolworths before visiting Big W!. Not exactly an example of ""Woolies-worth""!",2022-04-02T02:33:42.000Z,,,,,,4,,8,1,ProductReview.com.au,Woolworths Physical store,7
Glen,,Woolworths brand passionfruit pulp,2 out of 5 stars,"I have bought this product before and was very happy,this time I was shocked to find the can was only half full ,very disappointed that I could not do a complaint to Woolies on line I thought this would be my next step ,I actually got three cans this time the first one was fine ,Woolies need to create a complaint section ,because I went to the trouble of writing an email only for it to come back to me ,as this service is no longer in use",2022-04-01T05:35:07.000Z,,,,,,9,,4,2,ProductReview.com.au,Woolworths Physical store,7
Melissa,,Calamvale north Beaudesert road,5 out of 5 stars,"To the young bubbly teenage, female staff member TAYLOR at Calamvale north store on Beaudesert road! I need to give credit where credit is due. I'm a regular shopper at Calamvale and i now enjoy my shopping experience alot more often. These last few Sundays, i popped into the store around 10am and i was having a not so good day. I think you already sensed that and were so polite and helpful and asked me how my day was going, this gave me the chance to get things off my chest and you not only listened wholheartedly but helped me and for that I am greatful. You showed so much positivity, and compassion. I am so very impressed with your service process from start to finish Well done.",2022-04-01T01:34:01.000Z,,,,,,4,,1,5,ProductReview.com.au,Woolworths Physical store,7
B F.,,The servants have forgotten to serve.,1 out of 5 stars,"Every time I entered my local Woolworths just 4 klm away, I was discriminated and mistreated because of my skin colour and gender so I've stopped going there. The most recent was captured by Woolworths' security cameras; I need to pay for a subpeona to get it, this proves they won't co-operate with customers to root out such bigotry. I use an I.G.A. 23 klm away from home now.",2022-03-31T07:23:53.000Z,,,,,,4,,1,1,ProductReview.com.au,Woolworths Physical store,7
Ned,,Getting to greedy now!!!,1 out of 5 stars,"I have noticed they are selling old bread ( excluding store made) - doesn't matter what brand , all the bread has that I'm starting to go stale feel about it & just crumbs up! The "" fresh milk"" sits in the fridges with the same expiry date , for the last 5 - 8 days. For example seeing Norco milk with the same expiry date sitting there for a week , but if I go to my local corner store , they get different dated batches... everyday! The milk hasn't expired at Woolworths , but has that slight sour smell , cause it's been sitting there , for days o...n end & doesn't taste as fresh as it should! All the "" fresh produce"" has been frozen , for god knows how long , to the point where it's lost all flavour & most of the nutrient & quickly spoils , after being defrosted! You can't even navigate around their stores without having something in your face , declaring ' buy me , buy me!' support your local small business corner store , forget about these big corporate buttholes ...like Woolworths , as Woolworths only concern is generating as much money as possible for their shareholders , at the expense of us , the Little guys!!",2022-03-30T05:00:17.000Z,,,,,,14,,4,1,ProductReview.com.au,Woolworths Physical store,7
Terrence C.,,Woolworths completely dropped the ball,1 out of 5 stars,Woolworths has completely dropped the ball especially when it comes to there rosemeadow NSW store. The quality of fresh food is terrible there meat has been awful and the staff are very lazy ..despite the fact that I have made several complaints nothing has changed except the most incredible increase in prices I've seen for a very long time .so obviously all they care about now is profit and there complaint service is absolutely useless infact my dealings over all with Woolworths has been very very woeful. I tried Coles this week what a difference.,2022-03-29T04:55:52.000Z,,,,,,2,,5,1,ProductReview.com.au,Woolworths Physical store,7
Emma,,"Woolworths Wynnum West open the Express Checkout on Saturday afternoon, profits before customer focus clearly",1 out of 5 stars,"More interested in breaks than opening an Express Checkout or more than two checkouts on a Saturday afternoon at Wynnum West. Hopeless Manager, hopeless service, waiting ten minutes. Cigerette buyers served straight up, what a crap show they run.And NO not everyone wants to provide free labour by using your self-service :-(",2022-03-28T06:42:41.000Z,,,,,,9,,2,1,ProductReview.com.au,Woolworths Physical store,7
Sharon monaghan,"South East Queensland, QLD",chicken schnitzel parmi crumbed,1 out of 5 stars,Bloody terrible bought 2 and cost was $3.50 each supposed chicken was 2-3mm thick and absolutely no taste of chicken,2022-03-26T09:25:05.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,7
lemonade.kilmeister,,Woolworths Pies just went up 33%,1 out of 5 stars,"This is absolutely outrageous. I can no longer afford THIS ""essential"" item. I knew prices were going up, but Woolies prices are going up in HUGE ways. Instant noodles, 25%. Soft drinks, bread. I'm buying the going stale bread they discount for around 20% more than I was buying FRESH bread not so omg ago. I walked out of Woolworths last shopping day and my head was spinning. I'm on a pension and am already looking at Charity organizations to supplement what I suspect is price gouging by Woolworths. Pies went from $4 to $6 in the space of two m...onths. One Woolworths worker, on being asked why, told me that she literally cried when she saw the pie prices as she has two teenage sons. Now, if someone who is WORKING at Woolies is in such despair I can only say that this is not the first time they've priced me out of being able to eat certain, once cheap and labelled ""Essential"" products but, it's the first time I've felt insulted by the incredible increase which means even the CHEAPEST products are out of my price range. Shame on Woolworths, shame. I'll be shopping around from here on in and not at their multinational corporation competitors because they all raise prices at the same time. Utterly disgusted... especially with all the wages theft that is STILL in the news regarding Woolworths. I intend taking this particular issue, Woolworths Pies, to the ACCC.",2022-03-22T04:37:56.000Z,,,,,,14,,8,1,ProductReview.com.au,Woolworths Physical store,7
Madge,,Worst customer service,1 out of 5 stars,Don't Don't Don't ever buy from here. Worst customer service. Don't bother calling no one will pick up. Drive to boot expect to wait. Someone stole 2 avocados out of the prepacked and opened a cheese slice to help themselves. Reported it to the manager who said they will investigate and get back to me. Still waiting. I would like to give zero stars if possible.,2022-03-19T09:42:21.000Z,,,,,,4,,3,1,ProductReview.com.au,Woolworths Physical store,7
Jim and Rosemary,,Shelves are always half empty,1 out of 5 stars,No matter when I go to Woolworths the shelves are half empty .Excuses are made but this has been going on for years. Management seem to be asleep as previous reviews would suggest. I travel outside Australia quite a lot and have never seen half empty store in other countries. I feel customers are just not respected or valued.,2022-03-18T06:29:02.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,7
Jerzy Komosa,,Rotten Tomatoes,1 out of 5 stars,"Bought truss tomatoes from Woolworths Ermington store on Monday, and on Tuesday they started to rot. When I picked them they were cold which were just out of cool room. To me it means that the tomatoes were kept long time in cool room, and as they just went out of it, they start to rot next day. So much for the say: ""Woolworths Fresh People"" which is big nonsense!!!",2022-03-17T10:20:35.000Z,,,,,,27,,13,1,ProductReview.com.au,Woolworths Physical store,7
Jane,,Exploiting covid for profit,1 out of 5 stars,I’ve shopped in the Kenmore store since 2000. I do so because it’s convenient not because I have any like at all for the store and how its run. I’ve been buying the tinned cat tuna for over 10 years now… it’s always been between .79-.85c per tin. It’s always on the shelves during this so-called pandemic so stock is not an issue. However Woolworths now charge $1.50 for the same product. Coles however sell it for under .90c Everything has increased dramatically and without reason in this store… mince is a prime example. Budget mince is now at $16kg. Even gourmet private butchers don’t charge this much. Thieves in broad daylight.,2022-03-17T07:08:50.000Z,,,,,,58,,50,1,ProductReview.com.au,Woolworths Physical store,7
Tee,,Absolutely disappointed!!,1 out of 5 stars,I purchased a packet of brisket bone for my dogs last week. I buy them because brisket is a porous bone that dogs can sink their teeth into & in turn keep them in good condition. Never in my many past purchases of these bones have I had to cut out & throw away so much hard bone because it's not safe to feed my dog. Usually I am able to cut up the majority of the bones & give them to my dog but not this time. I'm really shocked that ive had to throw away 320grams of hard bone out of the 1.129kg overall weight. I've never ever had this happen before. I'm really disappointed,2022-03-16T11:01:21.000Z,,,,,,5,,2,1,ProductReview.com.au,Woolworths Physical store,7
Shadzo,,Creeping up prices before a war starts,1 out of 5 stars,"Prices on products I've noticed In the last 3 weeks have jumped bye 20% or more because of an announcement that they may go up due to diesel prices and a war that had not started at the time of these rises, so when the media says now they will go up woolworths will continue to put up prices, I'm off to aldi from now on.",2022-03-15T09:39:42.000Z,,,,,,6,,8,1,ProductReview.com.au,Woolworths Physical store,8
AJ R.,"Perth, WA",Woolworths need to pick up their game,1 out of 5 stars,"Under staffed while food prices are higher, shelves empty every day which just leaves the higher priced items to choose from, if you are able to choose",2022-03-15T05:51:26.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
Donna stumberger,,Greedy company,1 out of 5 stars,"Cant believe these supermarket chains, with everything we've gone through, covid for 2 years, now floods, supermarkets are the only consistent companies to stay open and afloat, to the extent they were running out of stock, so I ask, how is it possible after not losing a cent in revenue that they have put their prices up, some to the extent of 40%, anyone would think with the profit they've made they would bring their prices down, greedy greedy pigs, no wonder they have so many reports of shoplifting, people are finding it hard to support supermarkets extreme lifestyle, shame on all of you retailers!",2022-03-12T06:09:15.000Z,,,,,,6,,6,1,ProductReview.com.au,Woolworths Physical store,8
Deepak V.,Victoria,Gift card Fraud!! They sell gift card without loading money!! Be careful while purchasing gift cards!!,1 out of 5 stars,"As a courtesy they offered me $50 and loosing me $100. So... if they cheat 100 customers like this a month, that is like $10,000 (100ppl x $100 = $10,000), which is $1,20,000/year earnings by cheating customers as they are sure most of them wont go back to person who gifted the card. Stay away from woolworths gift cards!!!",2022-03-10T23:06:15.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
Nobby,,Prawns were rubbish,1 out of 5 stars,"Appear to have been defrosted, frozen and defrosted again. Tasteless, texture of soggy bread, all for $20 a kg. Wasted my money here.",2022-03-10T09:16:38.000Z,,,,,,2,,,1,ProductReview.com.au,Woolworths Physical store,8
Mikeyman,,TikTok Made me do it and FroPro Pizza's are AMAZING!!!!,5 out of 5 stars,At $12 these are worth every cent.,2022-03-09T23:13:09.000Z,,,,,,2,,2,5,ProductReview.com.au,Woolworths Physical store,8
Terry,"Hunter Region, NSW",Bananas In Edible.,1 out of 5 stars,Bought bananas 1 week ago. They r hard as a rock and still greenish. Obviously been frozen. So why is that.?,2022-03-09T09:14:16.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
Maureen Hartland,"Perth, WA",Too hot to shop,3 out of 5 stars,If you want an honest opinion. I think they have a lot more products than coles but I won’t go there because the store isn’t airconditioned properly. Some aisles are cool & the rest are hot & with mask wearing it makes it extremely difficult. Been like this for a long time.,2022-03-09T03:00:19.000Z,,,,,,,,,3,ProductReview.com.au,Woolworths Physical store,8
AKB,,Fresh Produce??? What a Joke.,2 out of 5 stars,A few weeks ago I wanted to purchase asparagas from Woolworths at Strathpine. Unfortunately it was wrinkled and limp. I mentioned this to the person on duty. The following week I tried again with the same result. This time I managed to speak to the manager about the problem and offered a costless solution. Although he said he would fix the problem the same thing occurred on Saturday. Obviously Woolworths is not worried about the food wastage or about customer satisfaction.,2022-03-09T01:46:23.000Z,,,,,,35,,18,2,ProductReview.com.au,Woolworths Physical store,8
Fred123,,Woolies Customer Disservice.,1 out of 5 stars,"Woolies incompetence and stupidity is exceeded only by their arrogance and dishonesty.A few days ago, I went to the only Woolies store in Cairns that listed Purina Supercoat Chicken & Duck dry dog food as actually being in stock, as it is the only kibble that our little dog actually likes, but there was no stock.I went to another Woolies store which also had none but I bought a different variety which I later recalled he would not previously eat so I returned to the Woolies Customer Disservice Counter where a wet- behind-the-ears girl pointed... to a sign taped on top of the counter which she claimed stated that they do not do exchanges or refunds for change of mind purchases, but after a brief “chat”, she begrudgingly refunded my money. I then went to Coles who actually had the item I wanted despite failing to list it on their website. Yesterday, I took a photo of the sign on the Woolies Customer Disservice Counter and it does not mention refusing exchanges for change of mind purchases, as their website also does not. ""Exchanges We will happily provide an exchange where you have changed your mind about a product purchased from Woolworths provided that the product: is returned to us with a receipt within 30 days of purchase; is in its original condition, including with packaging; and has not been used and, if a perishable product, is not expired or within 2 days of expiry."" Perhaps Woolies select their customer service staff for being illiterate as well as dumb. Woolies employees have an attitude problem which permeates throughout their supermarkets, Big W, and the now thankfully long-gone Masters.",2022-03-08T08:37:10.000Z,,,,,,11,,5,1,ProductReview.com.au,Woolworths Physical store,8
themonkey,,Can't believe I have to pay for bad service,1 out of 5 stars,"The Sydney stores on Woolworths are getting rediculously poor for service, with as many staff on duty the work does not seem to be done right. Tidiness and mismanaged. Prices ever increasing and they are not earning it. I can't even get a refund for returning item but they will exchange it for something else. What fkn manager got that rule through? Some retired DH politician? Well I'm gonna shop Aldi a lot more and see how you like it when the savings are discovered by many. Up yours Woolies",2022-03-04T11:01:36.000Z,,,,,,21,,15,1,ProductReview.com.au,Woolworths Physical store,8
stewart,,freshness,1 out of 5 stars,"the deli in more than one store have tired, dry looking stock. bought reduced cost prawns at one store only to find they were rotten",2022-03-04T07:56:49.000Z,,,,,,2,,6,1,ProductReview.com.au,Woolworths Physical store,8
John13,,Militant money grabbers with little regard for consumer rights.,1 out of 5 stars,"A few months ago, I returned 4 Hass avocados to... Woolworths Whitfords City WA as they were clearly diseased. The person who assisted me was polite but when it came to the refund and exchange, she curtly advised either or - not both. I asked to speak to the manager to which she replied she IS the manager. She added that she had NEVER heard of that policy. I accepted an exchange as by this time there was a queue. See the excerpt from the Woolworths returns policy: Woolworths Fresh or Free Guarantee ""The Woolworths Returns Policy applies in conjunction with our Fresh or Free Guarantee. Under our Fresh or Free Guarantee, we’ll refund AND replace any fresh food you're not happy with which is sold online or in-store."" See website: https://www.woolworths.com.au/shop/discover/about-us/returns-policy On the 26/02/22 I returned a 175g packet of SMITHS Thinly Cut Salt & Vinegar Potato Chips. This product was outright disgusting - way too much salt & vinegar and overcooked. Initially, I was refused a refund but after the assistant consulted with his manager, was given the refund as a ""once off favour"" as ""Woolworths are changing their refunds policy"" in their words. And no ""change of mind"" would be entertained in future. Well, Mr. RIP-OFF Woolworths, this was NOT a change-of-mind return. And the ACCC clearly states that all returns are conducted from the point of sale. Furthermore, it appears that Woolworths Group Pty Ltd have forgotten the ACCC / Big W fiasco whereby Big W were fobbing off consumers who had issues with their Dyson appliances. Big W were not accepting returns, telling customers to deal direct with Dyson. The ACCC /Big W outcome is well documented and can be viewed on the ACCC website titled ""Big W will address customer complaints about faulty Dyson appliances."" dated 15th October 2019. The contemptuous and arrogant Woolworths Group Ltd clearly need to be reminded that the ACCC will take action against any BODY acting ultra vires - nor are they exempt from accountability. Given my adverse experiences, Woolworths are nothing but militant money grabbers with little regard for consumer rights.",2022-03-01T17:39:20.000Z,,,,,,76,,82,1,ProductReview.com.au,Woolworths Physical store,8
Tracy,,Dying plants,4 out of 5 stars,"Hi I work in currambine so shop at your store almost everyday for something. I can't fault your displays,food availability, hygiene standards are great.And the staff are always very helpful and pleasant to deal with.My only complaint is dying plants at front of store.I love plants and to see a perfectly healthy plant die because of lack of water is terrible. I have been told it's not your job,so who's is it.All it shows is that you don't care.So sad as everything else is so good,this is front of store and letting your shop down.",2022-02-26T04:18:40.000Z,,,,,,2,,,4,ProductReview.com.au,Woolworths Physical store,8
MickD,,"Woolworths lies about before and after prices, this is fraud!",1 out of 5 stars,"I have messaged Woolworths many times before about this deception, with zero replies. This gives an indication of the contempt Woolworths holds for it's customers.The ""before and after"" price labels are a direct lie. The before prices are never correct and always inflated. They can go hang, Aldi is better value and I have seen no obvious fraud, unlike Woolworths.",2022-02-15T18:50:11.000Z,,,,,,9,,7,1,ProductReview.com.au,Woolworths Physical store,8
Ruth,,Complaints,1 out of 5 stars,"I was promised a voucher for a recalled product weeks ago, but still haven't received it. I've rung and spoke to someone who then put me onto an automatic message. Service is absolutely disgusting",2022-02-11T01:47:20.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
sophie,,Huge Price increase,1 out of 5 stars,Woolworths has just outrageously increased the price of Coca Cola by 30%.What is going on! How on earth can this cannot be justified,2022-02-07T13:13:06.000Z,,,,,,19,,12,1,ProductReview.com.au,Woolworths Physical store,8
Isabella,"Sydney, NSW","Shop Is normally wonderfull! But,",3 out of 5 stars,"We bought deboned salmon for dinner, its was delicious! But on the other hand my mother ate a bone.. she felt odd in her throat and she nearly chocked! And yet it said it was de-boned.. i must admit the lady at the counter did say that to be carful just in case if there were any bones. I still love Woolworths but I’m going to bye my salmon some where else!",2022-02-07T09:17:33.000Z,,,,,,,,,3,ProductReview.com.au,Woolworths Physical store,8
Helen,"Wide Bay-Burnett, QLD",Love your brand,4 out of 5 stars,"Woolworths Parmersan Cheese. i would just like to say we are liking it very much, great taste, texture and flavour..States made with Australian with milk and 97 % Australian ingredients I would love to know we're it is made ? And who made it . Thank you",2022-02-03T05:23:52.000Z,,,,,,,,,4,ProductReview.com.au,Woolworths Physical store,8
LESLEY PRYCE,,Getting overpriced…inferior products.,1 out of 5 stars,I have been shopping at Woolworths for over 30 years I am finding a lot of products are no longer on the shelf…seems to be going the Woolworths brand…your fruit and vegetables are second rate…I feel we are getting the left overs from other stores in more popular places..as I travel alot and I can certainly say from today’s shop I should have thrown the broad bend out…prices increasing over the top it cannot be all about COVID as I noticed it before then…fair go.,2022-01-31T06:31:27.000Z,,,,,,3,,2,1,ProductReview.com.au,Woolworths Physical store,8
237239,,Ham and blow flies,1 out of 5 stars,Yesterday we bought a serving of shaved ham from Woolworths Port Lincoln and today when we opened the pack for lunch there was a fat living blow fly in the ham slices,2022-01-30T03:14:54.000Z,,,,,,10,,5,1,ProductReview.com.au,Woolworths Physical store,8
parash s.,"Perth, WA",Lip guard melted,1 out of 5 stars,I have purchased dozens of nivea lipguard from woolworth carousel shopping centre and never got any defects on them. But recently i bought 2 of them one last saturday and i had to bought another today as the previous one was defect. When i opened after reaching home it was defective too. I am amazed how it happened. Really annoyed. Next time i am gonna open in front of employees at shopping centre.,2022-01-28T23:34:28.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
Sharon,"Perth, WA",what have you done with your pre packaged pumpkin pieces,3 out of 5 stars,"I purchased a pre packaged pumpkin pieces, as I have before no problem. I think you have pumped the pumpkin with liquid. I had the pumpkin in the oven for at least 45 minutes, fan forced I might add. The pumpkin was slushy did not hardly brown. absolutely disgusting. ""What have you done"" I will never buy again.",2022-01-27T10:30:14.000Z,,,,,,,,,3,ProductReview.com.au,Woolworths Physical store,8
chrome.griffin77,"Illawarra, NSW",How does this company make so much money?,1 out of 5 stars,"I really cant understand how a supermarket chain of this size cannot get the basics right yet continue to make astronomical profits.The signage is totaly messed up making it extra hard to find things, the main signs tucked in the aisle so you have to walk up and down the whole store to read them.Tripping up over giant trolleys of stock left blocking aisle in the middle of the day.Constantly running out of budget brands so you have to buy the so called ""premium"" brand at 3X price.Bad positioning of foods that should go in the same space, but... instead are at either ends of the shop. Dirty rickety trolleys and baskets with vegetable leftovers stuck inside them make great places to put food in guys, thanks. A 2 per person limit on tiny box of painkillers despite THOUSANDS of boxes on the shelf, genius move there. And if you do eventually make it to the self serve checkout only half of them take cash, its nice squishing around people as they stand confused as to which machine they can use. Then the bags, you're expected to BUY a bag for $1 made outa some tent material cause they ran out of regular bags? My local shop even had a GIANT steel box like bunnings filled with crap cardboard boxes blocking half the checkout area. WHY DONT YOU HAVE BAGS??? REALLY?!?! horrible in store experience. But dont try to avoid it, buying online is MUCH MUCH worse, more than 24hrs to deliver 2 blocks away and it turned up in a taxi at 6pm after a whole bunch of confusion. This place is ridiculous and sad in so many ways, I dont have enough words to describe it. Go to the REAL local even if it costs more, its worth it, this place is about maximizing cash flow not serving customers. bye",2022-01-25T23:41:44.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
Ashwini,"Greater Melbourne (Inner), VIC",Worst product,1 out of 5 stars,Triple Sifting action - I bought this product in one off the stores. I did not like the product and went to return. The check out supervisor at Woolworths Middle Camberwell was telling me of policies that did not exist. It’s like even if it is faulty product if they cannot find your receipt or if you loose your receipt you don’t get a refund.Very rude staff and misinformation given out. I am highly disappointed and angry with this treatment,2022-01-23T03:05:59.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,8
Clive G.,"Illawarra, NSW",Rubbish meat,1 out of 5 stars,Time and time again my wife has purchased beef from Woolworths i have had enough. No more absolute garbage. Rip off merchants.,2022-01-19T07:39:16.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,9
TrippMahoney,"Greater Melbourne (Inner), VIC",Devastating product quality decline,1 out of 5 stars,"I haven't bought the chicken Pad Thai meal box for a few weeks. I bought it the other day noticing that the box is no longer sealed in plastic, interesting considering we're in a pandemic, hygiene wise.I have been purchasing and enjoying these meals regularly for a few years now.All of the sudden the meal seems to completely lack flavour. Has the recipe changed? If it has, I will not return to buying this item until the two issues I have mentioned have changed back to how they were.",2022-01-17T09:11:26.000Z,,,,,,,,,1,ProductReview.com.au,Woolworths Physical store,9
